-0,003483201835389034
-0,00026559733993098203
0,003792356834598584
0,0009235388592367848
0,0004153273740894912
0,003726329298718317
-0,002663863185413221
0,0008640649368242955
-0,00033131911412832577
0,000710760689793196
0,0029832954054507957
0,0037233162847888105
0,0012835500177650798
0,002615767250054778
0,003805094855215698
0,0019493874136886505
0,004270918836800361
-0,0015709177244551875
-0,003121574268742141
0,004564306035603407
0,0036913897568790427
5,736881060296097E-05
-0,003023838199643768
-0,0015195906224629795
-0,001571450032985464
-0,0007865065573753249
-0,004075117559406044
-0,0015647791185818293
-0,002543086717765668
-0,004086331761646083
-0,003971880378492276
-0,003394033288838757
0,00025408201492334477
-0,004657683429979737
-0,0019370056641700318
0,0012530470239717258
-0,00085372507328383
0,0031584572249469508
0,0033198793302999284
-0,004744479892889163
-0,004991503322878362
0,0024765165728388725
0,004799324336029419
0,0026606583475270954
0,0018028414668799118
-0,004007162281224326
-0,0019277017369009552
-0,00306558953307429
0,0029789031490978527
0,0007892776906654152
0,0048478463855282225
-0,00165354946466856
-0,0022300336597797744
-0,004087042753862263
-0,001612764073746097
-0,000629334696156475
-0,004978559906084611
-0,0008047467158099342
2,0965739717409247E-05
-0,003046983291700428
0,0028014211721563423
0,003990284429729638
-0,0036444069845739035
-0,000843368528208743
-0,0045869576992699735
0,003793087669673091
-0,0020449268816786458
0,0004773727375262391
-0,002108342487831295
-0,00393903015527325
-0,0036392817510143274
-0,0022274450382469293
0,004129548194801723
0,0040252153629547855
0,0018246019197354678
-0,0047252133052536165
-0,0003883843465417765
0,004046013190428756
-0,0049615479962762336
0,0011400461909022571
0,0030231750215578513
0,0011270623689699352
0,000950081367849122
-0,00099614673065447
0,0011946525432795186
-0,0002553550016121701
0,0015008433291832908
0,00258665369152515
-0,002333060697053917
0,00036110098817545254
-0,0034761373213767523
0,0012383144620461695
0,002974812369969263
-0,0036668228924488333
0,004311176463553974
-0,0033332680705334848
-0,0030032306570544343
0,00036244244571699905
-0,003271043145450783
0,0008453388329866581
0,0013133838552034085
0,0006997434860721626
-0,0018404277181143956
-0,0020484323997163934
-0,00400536928386404
-0,0015374651076269542
-0,002451208377603945
-0,0016435507204002621
0,00036482440867416366
-0,002997168899049975
-0,0028480167510316337
0,0005599282824553268
0,0047846531337278194
-0,004252023605211874
-0,002590596326411269
0,0007449107700542544
-0,004605177332737516
0,00244566656404194
-0,002556936577459135
-0,0022424589233150383
0,0032455236903960244
-0,0028001584242079223
0,00239469103372686
-0,001017979884085988
-0,004835561361158198
0,004663574097365157
0,001012950999927452
-0,0027827752089466798
0,0014013661209277915
-0,003103426959914154
0,002847832608706421
0,0032542299135446357
0,003940530562015899
0,001115320597689872
0,0026608408804461216
-0,002751223946173991
0,00028806949430148793
-0,0020154560126383328
0,0009074241475636189
0,0008663723128615212
-0,00213360787436524
2,5274213860681377E-05
0,0018679573906356653
0,0014481642019444343
0,0026739880958985976
-0,0006379162859714146
-0,004485665251693097
0,003421341944854747
-0,000342899859223836
0,0014714929989007473
-0,004584820216557013
0,003066193610789864
0,0003889550207407059
-0,004506670919868588
-0,003444133543887811
-0,00189022368314007
-0,0011528065487542605
-0,001497260956817006
-0,0026816588874721717
-0,0025006097245444305
0,000609407299800249
-0,0032379248497452495
0,003406277470257805
0,0022446707070087057
-0,0040299194300345165
0,0019941474284047075
-0,002613987029967445
-0,004966051799486073
-0,004880597168787093
-0,0006296870223109607
-0,0002749757337350226
-0,004078779967701331
-0,0016776761375791836
-0,004950385752439381
-0,0007335596513224681
0,0032262914863253516
0,0034989831429189976
0,0019745441251304667
0,000370487563812567
0,0005769988289363159
-0,0013100507336302881
-0,00429611729973972
-0,003953126863073381
0,004174804783338496
-5,124403544737137E-06
-0,0006084402409002
-0,0010858746693675368
-0,004709492827777891
-0,0008745571758730485
