-0,00229632274664601
-0,001575192512045577
-0,002895446611765207
0,0005738725670437414
0,004295202133676567
0,004836758511969527
-0,0035543768455712156
-0,0011294187729443618
0,0033730129945930094
0,0008151623110874617
0,004996889055424394
0,004008005284743268
-0,0018644867094972251
0,0038309762547282253
0,0006249289883145225
0,0023005024466590954
-0,000494074393878957
-0,004795521185028352
-0,004212507346760615
0,002149307876477766
0,0032566639879408445
0,001115029096092208
-0,0008159276599912424
0,002281820268067959
0,0032348141251071503
0,004162464962562924
-0,003276145313293284
0,002598941059904306
-0,004382485711187984
-0,002517819873143905
-0,004373016339703394
0,0037993106928683107
0,004636688223664997
-0,0014876697930880423
-0,0004515459985343492
-0,0008308937105511258
-0,0006296336914243528
0,00358554535277203
0,00014944911846148917
-0,004753703639787344
0,003935528460893963
0,0037624058404660482
0,001965729445971727
-0,004524515072188923
0,00396765486763427
0,004218716349974804
0,0025775469409667707
0,003957394196434943
0,0017216458053890453
-0,0015507685999305086
0,004548356933166592
-0,0010727775701077358
0,0008944051863864185
0,0029964538900905295
0,002057860224688757
-0,0017738324264110548
-0,004043556874406264
-0,0026402425098779503
-0,0007822805706938609
0,0008131970565838946
0,0006014794134929224
-1,656243482584755E-05
-0,0010099050746211124
-0,0013155213173132296
0,0037360931645106727
0,00498407744109726
0,0019447332911433487
0,0007981537618945512
0,0012806635740463639
0,002036774225956636
0,0037075857956410862
0,0008118733142847799
-0,0017912729461751022
0,0007248033338499204
-0,0011562346939807968
0,00204967042625812
-0,0009637227740922341
-0,004896373258809483
-0,0024865921680852178
0,0036434660762624154
0,003746570249908365
0,0010908560417688465
0,0017880401231622559
0,0024511449284822214
-0,0033167631843485533
0,003994669022577777
-0,002193281911140379
-0,004052985935788987
0,00011149011326238613
0,0027159587048436566
-0,000570456414419513
-0,0016417415528161374
0,002964822821764174
-0,0046880173596587004
-0,002574629740843645
-0,0008818642139037701
-0,00195009585767137
-0,001703386501398365
-0,004243252892173856
0,0044293146652945705
-0,0030563883944867676
-0,004714276891644379
0,0020453632586940615
0,004945234704381769
-7,426442086488037E-05
0,0023564736319343447
0,0037363906661900008
-0,003594526741397107
-0,0023162130890981183
-0,004384079562855393
0,0044328561103797485
0,0016152701160710861
-0,0019501549887123693
-0,004718162349479629
0,0006658385538129384
0,00037528147084289493
-0,004493994589413475
0,002277379133336195
-0,0028756476648542704
0,0011445420134770226
-0,0014586394382147907
-0,004759044494471939
-0,003076159772956565
0,004908338660318176
0,0005620431667764355
-0,0018922664815019898
-0,0006870530701680337
-0,0026789318344295843
0,0047250198488417655
-0,0030736019368322034
0,0018962660593725882
0,003836142248533024
-0,0022387527647781745
0,004564937986514952
0,003158797432611919
-0,0027641046470327645
0,0016967295168400145
-0,0003129597454330814
-0,0036908276201083525
0,004272954759538729
0,0008684255571806063
-0,0029420357270542766
0,0037582163739200555
-0,00469172870014381
-0,0048403274149389774
0,004199042247187842
-0,0036544156546381755
0,002283912392968276
-0,00461583131265074
0,003921176669353709
0,0011354379126429157
-0,0036226383698197595
0,002259944975003535
0,0003531261760929419
0,0019574222932005293
-0,0009245204173426169
0,003122002295601274
